2025-07-28 13:38:42.021 [ERROR   ] Variable 'GPP_DT_VUT_75' missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.026 [INFO    ] Variable 'TS_F_MDS_14_QC' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.026 [INFO    ] Variable 'TS_F_MDS_15_QC' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.027 [INFO    ] Variable 'TS_F_MDS_16_QC' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.027 [INFO    ] Variable 'TS_F_MDS_17_QC' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.027 [INFO    ] Variable 'TS_F_MDS_18_QC' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.027 [INFO    ] Variable 'TS_F_MDS_19_QC' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.027 [INFO    ] Variable 'SWC_F_MDS_7' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.027 [INFO    ] Variable 'SWC_F_MDS_8' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.027 [INFO    ] Variable 'SWC_F_MDS_9' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.027 [INFO    ] Variable 'SWC_F_MDS_10' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.027 [INFO    ] Variable 'SWC_F_MDS_11' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.028 [INFO    ] Variable 'SWC_F_MDS_12' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.028 [INFO    ] Variable 'SWC_F_MDS_13' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.028 [INFO    ] Variable 'SWC_F_MDS_14' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.028 [INFO    ] Variable 'SWC_F_MDS_15' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.028 [INFO    ] Variable 'SWC_F_MDS_16' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.028 [INFO    ] Variable 'SWC_F_MDS_17' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.028 [INFO    ] Variable 'SWC_F_MDS_18' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.028 [INFO    ] Variable 'SWC_F_MDS_19' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.028 [INFO    ] Variable 'SWC_F_MDS_7_QC' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.028 [INFO    ] Variable 'SWC_F_MDS_8_QC' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.029 [INFO    ] Variable 'SWC_F_MDS_9_QC' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.029 [INFO    ] Variable 'SWC_F_MDS_10_QC' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.029 [INFO    ] Variable 'SWC_F_MDS_11_QC' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.029 [INFO    ] Variable 'SWC_F_MDS_12_QC' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.029 [INFO    ] Variable 'SWC_F_MDS_13_QC' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.029 [INFO    ] Variable 'SWC_F_MDS_14_QC' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.029 [INFO    ] Variable 'SWC_F_MDS_15_QC' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.029 [INFO    ] Variable 'SWC_F_MDS_16_QC' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.029 [INFO    ] Variable 'SWC_F_MDS_17_QC' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.029 [INFO    ] Variable 'SWC_F_MDS_18_QC' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.030 [INFO    ] Variable 'SWC_F_MDS_19_QC' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.030 [INFO    ] Variable 'RECO_DT_CUT_05' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.030 [INFO    ] Variable 'RECO_DT_CUT_16' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.030 [INFO    ] Variable 'RECO_DT_CUT_25' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.030 [INFO    ] Variable 'RECO_DT_CUT_50' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.030 [INFO    ] Variable 'RECO_DT_CUT_75' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.030 [INFO    ] Variable 'RECO_DT_CUT_84' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.030 [INFO    ] Variable 'RECO_DT_CUT_95' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.030 [INFO    ] Variable 'GPP_DT_CUT_05' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.031 [INFO    ] Variable 'GPP_DT_CUT_16' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.031 [INFO    ] Variable 'GPP_DT_CUT_25' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.031 [INFO    ] Variable 'GPP_DT_CUT_50' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.031 [INFO    ] Variable 'GPP_DT_CUT_75' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.031 [INFO    ] Variable 'GPP_DT_CUT_84' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.031 [INFO    ] Variable 'GPP_DT_CUT_95' might be missing from headers of file: /global/scratch/users/sytoanngo/data/RoundRobin_input/RR-008/99_fluxnet2015/FLX_RR-008_FLUXNET2015_FULLSET_YY_2020-2024_1-RR.csv [oneflux.pipeline.common]
2025-07-28 13:38:42.031 [CRITICAL] Missing variables in FLUXNET2015 FULLSET output for site RR-008 [oneflux.pipeline.wrappers]
2025-07-28 13:38:42.031 [INFO    ] Pipeline fluxnet2015 execution finished [oneflux.pipeline.wrappers]
2025-07-28 13:38:42.031 [INFO    ] RR-008 Pipeline run time 1:20:08.017773 (2025-07-28 12:18:34.014074 --- 2025-07-28 13:38:42.031847) [oneflux.pipeline.wrappers]
